video_id,category_id,views,likes,dislikes,comment_count
MyEqfBkzESU,26,390261,9474,3091,3207
OKoL852K9uA,26,122772,3912,298,403
#NAME?,15,46260,2286,35,17
pa_oUisZZy0,22,243412,7782,104,340
G8gJ4RTBxcg,28,465893,111,14,59
UFYCTJlayS4,1,59168,2412,193,274
cccyOn99s4Y,24,82713,3124,151,250
arJ5h2TY3I4,24,1233722,115781,1615,9706
-2RVw2_QyxQ,27,71089,460,27,20
uTH--XRCGxM,24,127404,3869,56,111
xfmipNU4Odc,15,339256,17267,85,948
e4FApt6z55c,10,226659,9725,400,1027
RkHuWjiR-LM,10,241314,15071,186,1011
gEHCXl4J9Qo,24,2624056,75930,1949,3555
2XK4omx9uMU,10,1354030,57838,512,1257
abGCYPCk294,24,45236,1581,110,911
AJYb0Yom5UQ,23,172587,379,49,199
fNtLIcyjsnI,1,2122489,20085,1104,1321
b4vTZx_AtHk,26,2291077,102726,12794,11941
YlvCVbfS9M0,10,935744,37129,622,2673
DIU3xPdhCBI,10,1262652,28119,1047,1113
Fyyua5JzD9w,22,49915,386,11,24
QFfEtKvXMAs,10,505794,55628,192,3033
jp9hK-jY6yY,23,3680540,216119,3570,20544
fRj34o4hN4I,28,1603415,65594,700,12169
coOKvrsmQiI,24,2585193,40775,3498,8834
p8XP7A7kvzM,24,4722974,119107,3782,6651
8-Cjsnq8kVU,1,6659676,223821,4515,11792
pOEzjT-SED0,10,804363,39816,6304,10586
p9wE8dyzEJE,1,2336528,6729,167,1286
duRDizP0gHQ,26,501670,28309,422,4084
0O2IAz1E9Ts,24,334497,12594,622,588
TyHvyGVs42U,10,499946,135292,3528,12094
16W7c0mb-rE,27,1164713,88541,742,6750
nRafaCcfrcI,24,2935330,281095,2679,16009
t1shnJT8NCY,22,397983,5666,1682,1306
ixxR3ZoqnF0,10,3483755,789750,2840,72376
lJFqvRwOiis,25,505886,23207,5375,7030
9PhM-zCmTFs,15,178977,14355,87,429
vKbyfdJXoDg,24,406769,6593,397,1253
Lxet1zLBTM8,28,1117997,50946,760,5525
TWpt-ze_cYU,23,1117510,61075,463,64506
hpapqEeb36k,26,677167,31301,747,1690
EEIP1YpFXrE,20,463992,25840,509,3708
Nz0qoOgyWSQ,24,228846,1326,501,1166
l3xmc0pzzJI,22,1276326,70960,811,4293
eDelIZDzmwQ,24,340348,5474,372,653
t1Liix4gi7k,23,1035804,18816,737,1133
DhwwTxTh5To,28,270859,11492,576,1715
mZpGOQ7tBKE,28,218153,5155,308,655
CziCidR4KcY,10,177348,18022,507,3143
FHl0nIdbiLA,23,655161,21013,2563,2671
cmoknv58jjE,22,2128788,61484,7800,9079
MMGrzOu1amQ,24,1693011,84669,810,14183
8KT1UCsOE74,24,816696,29135,1267,8648
cxMvzK2OQTw,23,1223069,23939,8061,6518
U5sCjnezw4o,25,5938,108,3,21
0gwkMY-mzUQ,24,531746,32749,642,1731
mjBIsBPG1N8,22,76491,3849,95,217
oMupq6zB1Tc,24,769769,6133,1124,2837
dUMH6DVYskc,28,1828753,10814,5339,4793
jG1JY0rt2Os,10,1884763,135815,3303,12752
RrhSJzM8NLE,10,284037,9821,397,708
YvfYK0EEhK4,23,1333817,35950,2080,1611
Y2-JjnW3w2g,24,39504,1389,92,696
PHWAZNkqwN4,10,81947,8184,146,922
UuCq8mtK8J4,10,673010,58902,786,2901
Mn-3c6of8t8,24,88644,5172,453,976
UwdLlnPaRAU,17,420033,14353,147,1071
5UL5wZJPLEg,17,326709,5340,207,323
k1cA-Wh3Tc0,28,736829,18708,794,6460
bAkEd8r7Nnw,24,3300683,98182,1914,6794
xL_qpDkF5A8,24,363095,3657,146,389
9pbCuFxRuqs,28,516456,21523,1107,2972
ItYOdWRo0JY,28,3495474,41976,42467,12311
5530I_pYjbo,26,2167114,151277,862,8848
hXcoq5XDwyA,20,55460,3871,96,428
ve3oQBjcAGI,1,1716572,46900,2404,10160
C4YNcqNF4hg,23,328417,5188,129,299
TN5jzDgORqQ,24,325333,2750,307,383
i9EyFghIt5o,27,116732,5023,314,1086
4SANXNco_y4,10,82048,3539,144,347
PGWBA_OzCE4,24,59190,2001,86,527
uN9zBcweN4M,17,113926,1026,37,333
Mmkf4zYlW4E,24,82415,4468,70,354
9SK1I0V6U5c,23,1843479,91834,1030,5441
L9eFkmjIIWA,27,76475,4208,44,284
mcqWcLDUeag,24,100908,314,190,80
#NAME?,27,30569,1184,14,130
YjBB89qsupM,10,360001,28058,385,942
eQVhAN7-IAw,10,615712,38795,594,2446
UC34HrZhfPM,17,23429,365,10,188
4ftGS_6i7mM,17,26922,111,14,38
IKuKZIISPE0,24,69199,4237,15,220
CtBca6H6Teg,1,1351046,33595,496,4344
pcWKpGzhgq4,24,647820,8122,168,530
svZScJMh4Pg,10,276231,30255,412,2293
KOUxLhYVgGw,26,6582,174,8,22
g0K5QoEj7FQ,24,52292,204,148,120
qDAxDcjgn-8,10,253763,10327,691,2552
9WT7NU3Rwr0,17,12831,86,5,35
vZzIS17HexE,24,38818,370,112,95
upEIZAihcwo,17,19800,10,102,17
p2EY93WfBQk,26,322642,25373,537,2414
9kF9xY74h-E,23,1383687,159600,682,8793
Qj7DVNDb7To,23,77486,5189,60,3194
L3br0klRqF4,25,157973,681,337,546
Jidk0O6uu-0,22,65197,4287,36,396
Y9nDagqKL7Q,1,575434,29299,514,1749
0ANDjPQPS_Q,26,24416,2738,83,479
6j-s9E3dRQ0,24,378984,7464,299,359
E_86MEdNsAI,24,101742,6282,89,797
ENr6CXm1YxU,10,54697,1693,65,79
2kyS6SvSYSE,22,2400741,92831,7687,21714
DbJ2s_g1oDc,24,962308,22111,1219,2928
dnA3Cd5xG5A,26,22383,921,26,78
gHZ1Qz0KiKM,28,914680,21174,2586,3064
1ZAPwfrtAFY,24,5392036,142006,10797,18930
LduRwIc7eBA,10,28169,1623,19,113
Cr9oGxr0Qa0,28,162006,7229,97,886
l4bAoNAx2uo,27,650799,12694,1946,6656
VSVXhc5LlII,2,298744,5906,444,1502
rRsstfoKQeo,23,12858,37,1,5
FEjZiCPuvqQ,15,34968,1834,27,317
yxFdue1dCtE,17,137518,1990,70,304
I-5CODzeGEE,1,66349,4544,87,887
YVfyYrEmzgM,27,356406,11637,120,699
5E4ZBSInqUU,10,3228511,204840,3983,12937
R9c-_neaxeU,24,113820,5562,50,593
jGiqc3HSxEg,27,244538,12392,236,598
yZGSIpcAfEo,17,80687,197,30,53
VonJ4ASDO40,24,492640,10058,744,2481
NfLVVJOuY5M,17,167484,10718,37,440
puqaWrEC7tY,24,863397,16213,1337,2913
vU14JY3x81A,27,467678,18528,219,5726
zZ9FciUx6gs,10,340068,14253,719,1174
Hq89wYzOjfs,27,16017,206,16,0
5qpjK5DgCt4,23,4737269,175762,7017,9557
iyrefjMs64k,24,39122,1572,629,949
zxUwbflE1SY,24,214925,5591,145,1281
GKUE2U2qlzY,24,240124,4288,58,438
PaJCFHXcWmM,10,310812,10079,398,5112
MKLlDnUqho4,10,34262,2023,71,299
lZ68j2J_GOM,23,143522,8593,241,349
MltuW2kcREI,24,189155,16242,141,2204
VifQlJit6A0,24,224207,2366,570,1919
d380meD0W0M,24,2656622,149105,2339,19644
N0tmF4j4K6g,15,39490,1932,14,159
U0hAC8O7RoI,2,952966,28677,3540,2497
nc99ccSXST0,28,1194113,28200,1111,2582
_-aDHxoblr4,27,327639,17313,165,1401
F388-6yDDpc,17,1014512,5954,541,3174
oTObwUiXdYY,25,32977,146,45,232
eNSN6qet1kE,28,396661,21839,127,3337
kIUHDwn51y8,2,130950,2448,39,503
e_7zHm7GsYc,10,96267,3194,105,129
iIxy3JN3-jc,25,86671,280,128,174
TaTleo4cOs8,15,296542,8575,328,2018
39idVpFF7NQ,24,2630503,18741,2999,2810
7oRdswHqaf8,26,33738,1933,36,491
eAyxMv4IBH8,23,426359,6418,333,344
kWIzjMWmuYk,23,50473,5682,39,1634
GgVmn66oK_A,25,759217,9848,1511,3477
kqmhCaF5_44,10,68613,1288,101,142
EJu_wPGFTw0,17,10899,58,4,5
fcVjitaM3LY,28,181539,7193,74,642
lBHPVE3AI6Y,25,108991,430,45,556
ogYum4kWXgk,24,186961,5065,68,222
DVAMKnfrQBk,25,83497,410,28,76
x-uBFJLY8Ow,26,3591,92,4,14
zNqCVTs38nU,17,47069,131,77,41
p2hJxyF7mok,19,442407,2742,172,473
ZAQs-ctOqXQ,23,368795,9519,746,1273
wwZ-T_WQ03A,1,277792,6408,371,591
NZFhMSgbKKM,17,22221,83,74,63
hz7ukDjuq4w,24,142010,5190,163,720
qeWvgZLz9yU,26,256761,13909,374,1730
dRpNZV18N_g,24,313133,10118,270,1584
qrPPj3e2M-M,23,66800,3578,75,351
vWYyZMH_QjA,1,48179,4603,92,446
6VhU_T463sU,28,336398,4447,179,265
QiIlcKiREUU,25,42422,243,8,58
SFdO-19Xdho,10,48864,1941,22,86
Lz7dya576HY,26,34460,620,43,65
qK8AcryiniI,25,64932,39,14,30
CBVGjS_EJok,24,106641,230,183,0
ijJPFowBsBc,22,141308,4455,169,327
JwboxqDylgg,17,43426,309,33,47
dQvIbulWCM4,23,900779,47602,1876,3796
VJlSq6h0LNg,17,6993,20,58,53
n1WpP7iowLc,10,24578152,891282,51977,125444
KLZl_sxSN_g,25,1431,4,0,0
qooQd8AA7_M,10,7095077,438470,6754,29178
n30k5CwLhS4,1,58689,831,253,306
0mlNzVSJrT0,22,122634,2908,210,595
PABlVzeldaM,25,256760,782,98,793
sH0Agabp3Rs,24,8993,292,5,162
1WDj0DddCcM,25,6801,11,35,16
QKwgif8OW1w,19,1204,7,0,2
bqgVB6Vl-lI,24,227162,4836,60,268
BWPrk9PUwQE,26,1856410,38114,2049,2768
#NAME?,17,704,10,2,5
0tO_l_Ed5Rs,10,393265,16805,19201,8480
STI2fI7sKMo,22,352770,4782,1838,741
ZhSk8mPSWCg,24,3914,48,3,24
eijd-yjXY9E,28,9747,447,14,81
c-3JxzN2u34,25,10541,261,7,19
9t9u_yPEidY,10,17679753,248909,21039,13058
DM-ni_LSOFE,24,2374251,49509,3038,8545
ujyTQNNjjDU,10,5159763,146732,4515,7048
w0XYVssCKjw,17,194930,6466,139,536
fGTfbMioezc,1,5318,20,1,3
KODzih-pYlU,22,218186,7773,230,443
8tbQHHso0oY,17,1267977,2028,304,1586
6340tX9M_eM,24,629166,8985,463,1030
Jw1Y-zhQURU,26,8041928,60434,11437,7545
t4YAyT4ihIQ,23,3913682,129182,8991,5531
L_5_slz4ke4,25,11156,86,22,74
9xSx-5tmq44,24,312769,8665,360,966
ObIQ0s02UHg,10,2954882,52519,2453,1948
gEHCXl4J9Qo,24,2720774,76529,1960,3599
lY_0mkYDZDU,10,403887,20780,643,1739
k8NxqyGcZA4,24,277614,2609,5622,2337
9Th4qTv-4jE,28,6247,22,0,2
fRj34o4hN4I,28,6451949,150015,2976,26863
TyHvyGVs42U,10,18558186,1002549,32178,59945
coOKvrsmQiI,24,7797259,94545,8233,17122
eOQpjvnm4ME,24,1291361,16081,1368,2877
w8vsuOXZBXc,10,823285,89055,1565,7649
pOEzjT-SED0,10,1593121,61135,10680,16283
5HOijUtExiM,25,366048,14742,1308,1948
asu37n6sEBY,10,133092,4168,141,266
p8XP7A7kvzM,24,8072982,174944,6413,9529
p9wE8dyzEJE,1,3252728,10779,282,1949
ZpS-w6BxN-U,23,178325,1641,83,178
Qf1xyI_iKWA,22,81759,5896,166,864
6uJf2IT2Zh8,10,4340962,396790,11280,41890
i9GSF3ROa58,10,646615,68813,1083,5977
8-Cjsnq8kVU,1,8291139,254158,5437,11910
BQ_0QLL2gqI,10,751525,77456,566,3164
duRDizP0gHQ,26,803802,36813,619,5178
qS6LoRYUdhw,28,803168,35094,489,3320
16W7c0mb-rE,27,1654828,109421,992,7924
mNhxFzR25Rs,24,185707,7018,57,347
0O2IAz1E9Ts,24,582019,17558,1212,933
nRafaCcfrcI,24,4716036,395289,3925,19741
djlaHJCXT4o,22,33260,181,79,30
8-u5nd2GqNE,27,544230,17911,483,3045
t1shnJT8NCY,22,523234,6762,2253,1754
88kkrRv1UgI,27,187278,9402,472,1373
kz3MEd1Jr0Q,10,248793,29652,327,1371
By6Mi7VlqcU,22,26393,162,74,94
Lxet1zLBTM8,28,1666003,61821,1055,6597
dcipHnWcB0w,24,438484,4629,236,474
6GT7PrIIS5I,26,123751,3583,283,345
9PhM-zCmTFs,15,336907,18768,177,603
2r_nGjgqPE0,10,364124,26993,210,1121
VNqrILFD5h0,24,31816,215,39,62
Pubtjn5QIjg,26,50702,2718,145,98
ixxR3ZoqnF0,10,5158539,926887,3814,79570
gk05IMU2RrU,26,89852,5269,164,547
TWpt-ze_cYU,23,1248432,64410,569,66471
Nz0qoOgyWSQ,24,336404,1795,751,1495
S_5TyDFx6kc,22,172877,11271,75,407
pvg2cw5oshg,10,57818,3032,76,191
EEIP1YpFXrE,20,686170,32999,654,4597
hpapqEeb36k,26,759465,33415,816,1735
mHaJ8xsWD3s,26,53502,1747,87,374
cDDF4pPwEUU,17,20772,361,5,115
FKA-Jy6nuE0,10,18346,544,28,20
U5sCjnezw4o,25,67433,439,43,169
mZpGOQ7tBKE,28,291603,6006,353,700
pQXwQVaQmGk,24,21007,433,11,35
UuCq8mtK8J4,10,1274705,88299,1183,3638
CziCidR4KcY,10,360308,23311,969,4191
KhxqJzr6FAE,24,44284,5183,25,422
PHWAZNkqwN4,10,176380,12369,367,1285
tG4Fbj1B1bY,24,47358,1358,179,145
DhwwTxTh5To,28,372468,13355,803,2119
TsYGNNPQ3ZU,24,82266,11788,93,1309
GIn4CeZq7Nw,23,9445,381,22,35
5UL5wZJPLEg,17,379172,5794,244,360
szs2GAYwMHo,24,304954,2981,70,126
l3xmc0pzzJI,22,1448352,76717,1017,4539
svZScJMh4Pg,10,441164,36355,560,2482
AJkOHavUH_A,1,46197,3794,254,889
FHl0nIdbiLA,23,756962,22854,2983,2902
0gwkMY-mzUQ,24,625607,34952,705,1766
MMGrzOu1amQ,24,2003729,93297,986,15120
8KT1UCsOE74,24,914063,31150,1471,9449
cmoknv58jjE,22,2242229,63341,8314,9293
Y2-JjnW3w2g,24,50899,1520,120,864
RrhSJzM8NLE,10,384420,12145,504,787
mjBIsBPG1N8,22,127535,5146,125,275
9pbCuFxRuqs,28,578964,22898,1192,3391
Mn-3c6of8t8,24,112967,5896,524,1066
jG1JY0rt2Os,10,2312628,148859,3720,13940
cxMvzK2OQTw,23,1285629,24686,8404,6778
kOCkne-Bku4,10,178887,19838,83,1055
hXcoq5XDwyA,20,63841,4226,114,481
dUMH6DVYskc,28,1985134,11176,5614,3627
UwdLlnPaRAU,17,525327,16698,188,1212
YvfYK0EEhK4,23,1406451,37209,2146,1782
xL_qpDkF5A8,24,408821,3912,152,466
k1cA-Wh3Tc0,28,799694,19416,860,6617
bAkEd8r7Nnw,24,3447230,100566,1959,6954
OlJykKOuank,26,64813,3479,29,91
YjBB89qsupM,10,485602,32167,468,1004
Mmkf4zYlW4E,24,92342,4797,74,373
K6xwB8Kkce0,10,595598,136072,333,6292
ItYOdWRo0JY,28,3631775,43038,44500,12476
5530I_pYjbo,26,2286953,156920,915,8454
C4YNcqNF4hg,23,386174,6074,138,304
i9EyFghIt5o,27,128804,5369,336,1179
ve3oQBjcAGI,1,1836995,48570,2523,10096
mcqWcLDUeag,24,125604,387,194,88
9SK1I0V6U5c,23,2002223,95909,1080,5624
L9eFkmjIIWA,27,84488,4493,48,291
uN9zBcweN4M,17,120991,1060,42,377
eQVhAN7-IAw,10,674220,40478,613,2430
rRsstfoKQeo,23,61066,68,3,7
AJ2xkh-6tL4,25,25521,393,83,409
#NAME?,27,33164,1253,15,134
pcWKpGzhgq4,24,694375,8462,177,458
PGWBA_OzCE4,24,62257,2060,89,538
CtBca6H6Teg,1,1408656,34417,506,3703
Gnxv9OH-giQ,22,331642,21739,190,1628
qDAxDcjgn-8,10,274155,10765,750,2560
qqs3fxfmWr4,28,210266,3759,107,270
4ftGS_6i7mM,17,30873,119,16,40
g0K5QoEj7FQ,24,54256,208,149,122
9WT7NU3Rwr0,17,14190,89,5,36
Qj7DVNDb7To,23,92106,5791,67,3664
vZzIS17HexE,24,40326,383,113,64
upEIZAihcwo,17,20292,10,102,17
p2EY93WfBQk,26,340649,26383,557,2167
9kF9xY74h-E,23,1443934,163475,709,9111
77McSTzTgg8,25,38528,283,218,0
L3br0klRqF4,25,161057,686,338,541
Jidk0O6uu-0,22,71415,4483,39,420
W8vXDp7NuFs,24,293758,20134,193,918
Y9nDagqKL7Q,1,596888,29736,523,1768
C_SJgw5MVFY,10,7544,1049,14,128
FEjZiCPuvqQ,15,39363,1955,31,367
DbJ2s_g1oDc,24,981376,22491,1233,2931
P7zi6oQ4fPQ,24,1975,4,0,0
ENr6CXm1YxU,10,68611,1899,74,82
E_86MEdNsAI,24,111222,6724,96,855
2kyS6SvSYSE,22,2468267,94303,7802,21866
6j-s9E3dRQ0,24,606481,13385,512,633
VSVXhc5LlII,2,362775,6411,499,1750
gHZ1Qz0KiKM,28,961935,21757,2651,3084
0ANDjPQPS_Q,26,25796,2842,84,502
Cr9oGxr0Qa0,28,169411,7443,101,973
1ZAPwfrtAFY,24,5661444,145774,11064,19365
aAm6AHr14zY,17,131762,150,23,79
l4bAoNAx2uo,27,728698,13623,2096,7015
LduRwIc7eBA,10,34784,1863,21,126
NfLVVJOuY5M,17,187106,11363,39,489
7xhxjcejONk,28,1387,15,1,1
5E4ZBSInqUU,10,3903013,219847,4307,13620
YVfyYrEmzgM,27,368865,11889,127,705
yxFdue1dCtE,17,139806,2007,70,303
I-5CODzeGEE,1,68585,4630,91,932
J7wMOb0WIfQ,24,11807,5,0,0
jGiqc3HSxEg,27,252084,12712,240,634
VonJ4ASDO40,24,518064,10394,765,2465
zZ9FciUx6gs,10,388443,15160,763,1240
vU14JY3x81A,27,496031,18985,228,6004
zxUwbflE1SY,24,220365,5694,148,1288
puqaWrEC7tY,24,885011,16396,1363,2956
N0tmF4j4K6g,15,43009,2017,15,167
R9c-_neaxeU,24,119765,5741,50,615
GKUE2U2qlzY,24,261429,4470,62,454
MKLlDnUqho4,10,37533,2150,87,357
PaJCFHXcWmM,10,360433,10988,427,5212
iyrefjMs64k,24,42087,1671,653,872
e_7zHm7GsYc,10,107173,3477,109,137
5qpjK5DgCt4,23,4949674,180201,7042,9687
MltuW2kcREI,24,198789,16735,144,2314
lZ68j2J_GOM,23,146013,8719,243,349
k-w8GxCpsCU,17,3317,19,0,2
U0hAC8O7RoI,2,1384436,39121,4882,3029
Hq89wYzOjfs,27,21855,281,17,0
d380meD0W0M,24,2744125,151426,2373,20039
QJfL0a3qEKw,23,13676,1172,18,169
nc99ccSXST0,28,1224268,28632,1126,2595
F388-6yDDpc,17,1042282,6029,549,3187
eNSN6qet1kE,28,413662,22359,133,3393
VifQlJit6A0,24,227345,2390,577,1958
oTObwUiXdYY,25,33434,147,45,224
7oRdswHqaf8,26,35487,1999,36,514
iIxy3JN3-jc,25,87065,281,128,173
qeWvgZLz9yU,26,265799,14179,384,1727
_-aDHxoblr4,27,333944,17486,167,1424
x-uBFJLY8Ow,26,3841,97,4,14
EJu_wPGFTw0,17,11032,58,4,5
kIUHDwn51y8,2,136837,2504,39,505
39idVpFF7NQ,24,2688797,19042,3059,2689
kWIzjMWmuYk,23,52416,5873,41,1664
SFdO-19Xdho,10,59959,2256,23,96
kqmhCaF5_44,10,72940,1353,102,145
eAyxMv4IBH8,23,434036,6464,334,348
DVAMKnfrQBk,25,100168,514,31,88
TaTleo4cOs8,15,301738,8634,332,2027
lBHPVE3AI6Y,25,112077,438,46,572
ogYum4kWXgk,24,195143,5171,69,239
GgVmn66oK_A,25,789594,10203,1561,3551
p2hJxyF7mok,19,472936,2867,185,467
zNqCVTs38nU,17,47760,132,77,41
ZAQs-ctOqXQ,23,371683,9600,750,1282
fcVjitaM3LY,28,188957,7394,75,680
NZFhMSgbKKM,17,22302,83,75,63
vWYyZMH_QjA,1,49451,4666,92,447
wwZ-T_WQ03A,1,292891,6725,386,598
dRpNZV18N_g,24,324024,10288,274,1586
hz7ukDjuq4w,24,147851,5319,171,739
6VhU_T463sU,28,343273,4503,182,266
QiIlcKiREUU,25,48130,271,10,71
n1WpP7iowLc,10,26448434,911883,53873,127481
qrPPj3e2M-M,23,73984,3676,78,353
qK8AcryiniI,25,67471,40,15,29
Lz7dya576HY,26,35125,627,43,64
CBVGjS_EJok,24,108297,232,184,0
ZJDMWVZta3M,1,4707527,157931,2072,23205
cH4E_t3m3xM,10,2959054,415035,6703,30393
60nDlMw5vFQ,25,396346,11277,499,2140
LDVXOo_HXKU,17,1188326,25951,1115,2263
_wS7seijyks,26,322818,14604,420,2014
TyHvyGVs42U,10,29943556,1388751,54751,79828
jGyUVyp9w9g,24,21046,1308,62,206
tr7I4vokl78,23,195386,2544,186,384
w8vsuOXZBXc,10,1540436,125458,2469,9721
coOKvrsmQiI,24,11072585,119371,10400,20757
B4mK5OElAFQ,23,101553,11324,118,2593
By6Mi7VlqcU,22,148223,1453,799,743
BQ_0QLL2gqI,10,1905799,127150,1172,4255
eOQpjvnm4ME,24,1612055,18320,1968,3563
Y1n8F4uClUU,2,831968,3925,221,769
asu37n6sEBY,10,286288,6590,326,453
ctx4YBEdOxo,28,2280611,84882,2682,11245
fRj34o4hN4I,28,8533826,180591,4104,32468
dpeDxEb9yeg,26,370302,12763,279,682
D818vkK10UQ,17,194110,8542,248,472
Qf1xyI_iKWA,22,148145,7944,280,1192
6GT7PrIIS5I,26,242240,5045,516,445
FZiCWBplZ90,23,240931,23549,304,1965
i9GSF3ROa58,10,1246742,89204,1963,7933
pOEzjT-SED0,10,2173621,74326,13817,19679
6uJf2IT2Zh8,10,6705901,471760,14126,50744
p9wE8dyzEJE,1,4116378,13119,349,2394
p8XP7A7kvzM,24,9856767,201286,7805,10718
nfbwPTsowEA,24,467983,41915,860,3679
VNqrILFD5h0,24,79541,430,141,132
mNhxFzR25Rs,24,311937,9928,125,444
qS6LoRYUdhw,28,998296,40745,613,3934
88kkrRv1UgI,27,288770,12220,687,1812
duRDizP0gHQ,26,926121,39732,700,5527
kz3MEd1Jr0Q,10,580897,49373,589,2391
8-Cjsnq8kVU,1,9779219,283197,6202,13116
16W7c0mb-rE,27,1795369,115580,1081,8156
JLOFZoBJnd8,24,365523,22347,212,1096
gk05IMU2RrU,26,166940,8124,289,679
dcipHnWcB0w,24,567182,5387,401,583
U5sCjnezw4o,25,100954,618,73,241
0O2IAz1E9Ts,24,679693,19264,1438,1048
nRafaCcfrcI,24,5514929,439189,4424,21011
8-u5nd2GqNE,27,855475,23255,706,4011
2r_nGjgqPE0,10,587048,35351,295,1236
t1shnJT8NCY,22,581091,7318,2514,1877
wJh-jurxmGQ,24,52602,312,33,0
9PhM-zCmTFs,15,414431,20345,215,694
pvg2cw5oshg,10,97375,3598,123,213
ixxR3ZoqnF0,10,6066643,976120,4272,82380
TsYGNNPQ3ZU,24,128700,14662,140,1439
GIn4CeZq7Nw,23,38057,759,74,81
MGanJGGVSrw,10,610459,30692,448,1475
FKA-Jy6nuE0,10,42399,1095,49,35
UB1cGaIW81I,24,43202,540,25,67
mHaJ8xsWD3s,26,99495,2837,148,461
tG4Fbj1B1bY,24,78147,1591,217,197
S_5TyDFx6kc,22,198335,12338,94,422
Nz0qoOgyWSQ,24,374411,1959,820,1602
mZpGOQ7tBKE,28,343860,6546,404,732
TWpt-ze_cYU,23,1329506,66170,608,66546
UuCq8mtK8J4,10,1839303,109122,1522,4115
iASe_veKR74,10,126419,9064,106,448
CziCidR4KcY,10,461828,25387,1066,4818
PHWAZNkqwN4,10,233492,13899,467,1411
hpapqEeb36k,26,825470,34831,861,1950
EEIP1YpFXrE,20,925595,39452,766,5416
svZScJMh4Pg,10,538348,38894,622,2561
KGziD2V8Ppw,10,433978,29936,522,1943
KhxqJzr6FAE,24,50157,5561,31,422
Pubtjn5QIjg,26,64813,3158,176,115
DhwwTxTh5To,28,429721,14372,926,2272
szs2GAYwMHo,24,361618,3239,77,133
l3xmc0pzzJI,22,1524361,79021,1063,4659
AJkOHavUH_A,1,58760,4314,337,880
0gwkMY-mzUQ,24,673143,35844,722,1801
FHl0nIdbiLA,23,800306,23559,3133,2977
K6xwB8Kkce0,10,797596,157975,438,6758
MMGrzOu1amQ,24,2259888,99803,1074,15766
mjBIsBPG1N8,22,156892,5863,144,288
8KT1UCsOE74,24,987117,32742,1597,10123
cDDF4pPwEUU,17,24423,395,5,122
jG1JY0rt2Os,10,2758724,158996,4107,14663
RrhSJzM8NLE,10,440942,13096,558,821
cmoknv58jjE,22,2326348,64614,8599,9385
9pbCuFxRuqs,28,616420,23599,1233,3431
Mn-3c6of8t8,24,125328,6274,535,1080
kOCkne-Bku4,10,330225,27807,122,1226
cxMvzK2OQTw,23,1315527,25054,8571,6564
UwdLlnPaRAU,17,602977,18336,214,1299
dUMH6DVYskc,28,2056950,11386,5874,3500
Y2-JjnW3w2g,24,52886,1537,123,869
YvfYK0EEhK4,23,1497824,38000,2200,1785
YjBB89qsupM,10,594612,34666,527,1025
k1cA-Wh3Tc0,28,862532,20024,907,6421
xL_qpDkF5A8,24,444789,4130,159,469
uN9zBcweN4M,17,127525,1094,43,414
bAkEd8r7Nnw,24,3560412,102520,2008,7054
hXcoq5XDwyA,20,68145,4410,115,541
AJ2xkh-6tL4,25,34293,400,86,381
IeTTfquV0iE,10,7108,587,5,57
C4YNcqNF4hg,23,484287,7792,150,342
5530I_pYjbo,26,2415668,162209,971,8678
ve3oQBjcAGI,1,1940520,50156,2652,10413
Mmkf4zYlW4E,24,98092,4974,77,387
QaASZecxQww,24,3545,18,3,1
i9EyFghIt5o,27,135090,5554,342,931
qqs3fxfmWr4,28,247839,4145,117,298
9SK1I0V6U5c,23,2143149,99173,1129,5815
mcqWcLDUeag,24,149074,469,198,92
OlJykKOuank,26,74115,3793,35,94
ItYOdWRo0JY,28,3716275,43697,45910,12489
eQVhAN7-IAw,10,736587,42050,630,2466
FvoPOdop0hA,2,12212,4,1,3
g3VgrgV3kFk,17,920,3,1,1
p7KHGUwqF24,25,3748,6,0,0
rRsstfoKQeo,23,84580,94,4,8
L9eFkmjIIWA,27,88932,4625,49,300
#NAME?,27,35082,1306,16,138
Gnxv9OH-giQ,22,383830,23234,211,1686
pcWKpGzhgq4,24,732349,8729,182,455
CtBca6H6Teg,1,1455500,35048,524,3808
PGWBA_OzCE4,24,63818,2080,91,543
9WT7NU3Rwr0,17,14527,89,5,36
Qj7DVNDb7To,23,102941,6135,73,3930
qDAxDcjgn-8,10,291272,11130,792,2593
fdpYWltgYMk,10,5258,433,1,30
W8vXDp7NuFs,24,328302,21299,214,948
4ftGS_6i7mM,17,33543,122,16,39
aHsfKnrNCG4,10,3390,9,0,1
vZzIS17HexE,24,41562,393,114,63
CvpwGru3s7s,24,2421,10,0,0
g0K5QoEj7FQ,24,55311,212,150,119
upEIZAihcwo,17,20464,10,103,17
77McSTzTgg8,25,38987,287,219,0
p2EY93WfBQk,26,357376,27314,573,2192
rO_mAQC9bv0,1,15382,33,1,10
aujUl3yt6nM,22,4759,40,2,13
9kF9xY74h-E,23,1493983,166290,728,9262
P7zi6oQ4fPQ,24,2043,4,0,0
xhBMUFDdiok,10,4843,387,13,27
L3br0klRqF4,25,163436,690,343,539
oddXT5uaRb8,10,1357577,172690,1923,9445
E_86MEdNsAI,24,117379,6934,98,886
Y9nDagqKL7Q,1,612546,30139,527,1774
0ANDjPQPS_Q,26,26621,2922,85,505
D-DYWvnrFs8,15,26473,2016,8,223
Jidk0O6uu-0,22,75397,4573,41,479
C_SJgw5MVFY,10,12984,1304,21,148
