Label,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8
3,0.6676882,0.5394335,0.26815838,0.22231919,0.26744735,0.9304065,0.68601125,0.69947696
2,0.59323734,0.17878398,0.8873375,0.50482726,0.35163802,0.62122303,0.099753946,-0.07528463
3,0.9418858,0.40467787,0.78779763,0.3575459,0.17259818,0.41621634,0.96310645,0.6488372
3,0.30754983,0.48909897,1.0553546,0.26452494,0.32936615,0.21665278,0.1605064,0.45018828
3,0.9628676,0.5588954,0.4418221,0.108401954,0.5289167,0.6189211,0.27445468,0.3436652
3,0.77009577,0.7670264,0.7192506,0.97246325,0.6120395,0.60915893,0.8650458,0.12647694
1,-0.238714,0.010142282,0.0668353,0.55194205,-0.040787265,0.31861013,-0.28842485,0.0784614
1,0.38685778,0.22871244,-0.25058216,0.57068473,0.24432085,-0.19855024,0.45581985,0.036886334
2,0.38652906,0.7334838,0.7757611,0.068876505,-0.016908765,0.728933,0.3988319,0.093010664
3,0.29958075,0.4350866,0.9770595,0.5461957,0.49947914,0.30288923,1.0496227,1.0992204
1,0.2985679,-0.28907442,-0.100317344,0.42321196,0.6968268,-0.2495447,0.008543104,0.1875969
3,0.8679666,0.8994111,0.22270554,0.61780083,0.21664336,0.27515322,1.0433389,0.3785168
1,-0.008731052,0.5924095,-0.07294895,0.23790233,0.053110108,-0.23379792,0.43679932,0.5119944
1,0.033318564,-0.0593379,-0.1707667,0.54652864,0.6210621,0.24510047,-0.23859619,-0.14274801
1,0.06613734,0.4633171,0.53665704,0.52530587,0.56033343,0.29549435,-0.1860198,0.43086535
2,0.6591053,0.5817799,0.11844328,0.6019063,0.40285677,0.020962358,-0.090103865,0.5583537
1,0.51299495,-0.23933445,0.35781547,-0.16651942,0.68641263,-0.1151676,-0.29291952,0.67522454
1,0.28571945,0.6214379,0.57834893,0.27760506,0.15639704,0.65939134,0.5491924,0.27720156
2,0.2563361,0.3659631,-0.0679239,0.5315567,0.3239221,0.52224475,0.5726024,0.877694
1,0.52493155,0.33141232,0.43780535,-0.29172903,0.53663254,-0.037291616,0.13828959,-0.051591113
1,0.3681453,-0.06734325,0.47690445,0.35182464,0.5182254,0.5851089,0.048559546,0.22826077
3,0.61525077,0.28150025,0.3253829,0.35905194,0.95271385,1.0256553,0.7057627,0.75356007
1,-0.22526522,-0.11856179,0.33674344,-0.26442927,0.16087818,-0.29128134,-0.24538209,-0.117851034
2,0.40912944,0.4774485,-0.015194595,0.51564056,0.039315492,0.10798815,0.7628049,0.08104718
2,0.63829523,0.60451144,0.5477377,0.04696724,0.18299717,0.79566133,0.7128174,0.05735171
3,1.0048317,0.66587967,0.87869847,0.9121502,0.5025083,0.2830725,0.17031777,0.4635548
1,0.159843,0.33257455,0.47177857,0.46818578,0.29720673,0.3360764,0.24129662,0.53943014
3,0.82462204,0.9996102,0.1421848,0.117394745,0.49624702,0.77166665,0.6811104,0.9674674
3,0.64465296,1.0277675,0.9984411,0.84108216,0.32275337,0.4035265,0.31252486,0.24978629
2,0.4651138,0.59697926,0.074940234,0.80173296,0.4453228,0.6757607,0.041017473,0.30296192
2,0.47276622,0.87010944,0.007304728,-0.0883387,0.5056706,0.34356704,0.84484905,-0.01180464
1,0.45400906,0.5874369,-0.13036738,-0.19296817,-0.068960205,0.23504083,-0.06597613,0.22566482
2,0.068529636,0.6187609,0.30982122,0.3682521,0.45566097,0.34742045,-0.08019292,0.87618285
1,0.47587204,0.5228891,0.05428736,-0.033575922,0.5763773,0.6932851,-0.17680596,-0.29165584
3,0.9417439,0.6329917,0.42209697,0.554874,0.8962331,0.23455805,0.14578497,0.55851585
1,0.14663672,0.15808196,0.16593945,0.33989942,0.3677091,-0.28034198,0.039973438,0.67248785
3,0.23865142,0.20451415,0.5144485,0.7598843,1.0918542,0.7294878,0.4011162,0.26897705
1,0.6034542,0.18758495,-0.2889403,-0.12365247,0.6838378,-0.07730435,0.33768284,0.09227997
3,0.21369031,0.8136557,1.0225279,0.3752632,0.52246714,0.19714516,0.2850711,0.6731704
2,0.5765114,0.035972655,0.055179983,0.23462936,0.82645065,0.8038894,0.2090841,0.88454264
3,0.5829095,0.28185964,0.6411374,0.7926092,0.25375786,0.72725606,0.96925175,0.24233082
3,0.35128975,0.37028924,0.5742442,0.34324384,0.1022166,0.37542915,0.12698483,0.32628316
1,0.4616732,0.5633882,0.382047,0.017303333,0.17481317,0.118683875,-0.1886131,0.32460478
1,-0.18987371,0.26882482,0.26113433,-0.19282977,0.5672634,0.6992951,0.018865615,-0.14522667
1,0.1515358,0.12108114,0.2598978,-0.004728213,0.106011465,-0.019863635,-0.1737857,0.6337814
1,-0.25614333,0.13326761,-0.16624393,0.5797509,0.007644564,0.4001675,0.34505725,0.24741091
1,-0.078216925,-0.13439383,0.40704647,-0.17754646,0.28122225,0.22915307,0.29425168,0.45912546
2,0.30979654,0.044119477,0.30302578,0.37494907,0.8243782,0.74744326,-0.034991235,0.47544903
3,0.7989344,0.5664014,0.5573768,0.5019106,0.29108906,0.6410318,0.21580276,0.16753024
1,0.5992483,-0.06962459,-0.038819745,0.5609668,0.162113,0.019852519,0.5781407,-0.20291744
3,0.6033739,0.42908227,0.9398589,0.13074479,0.80102015,0.746886,0.8066304,0.8164178
3,0.9998554,0.66890764,0.60888946,0.38631284,0.9147421,0.8321956,0.99496555,1.0461229
1,0.3637777,0.5198724,0.67451715,-0.13398533,-0.2933492,0.21369205,0.0378159,0.39500338
2,0.21232572,0.44882974,0.58200645,-0.016826749,0.49680838,0.72729564,0.7582761,0.46163487
1,0.6653431,0.36818963,0.46538126,0.5104907,0.39528024,0.17467129,0.45136988,-0.08405264
2,0.58244777,0.51293546,0.3156333,0.4289847,0.8660013,0.41599014,0.138843,0.114363015
1,-0.28534997,0.037359208,0.022431463,0.026166826,0.39292884,-0.29398328,-0.18186401,0.09430467
1,-0.19234456,0.5166821,0.67209923,0.38159376,0.12803674,-0.046892762,0.18582882,0.6296224
1,0.015628248,0.55328697,-0.17540778,0.19984585,0.11464482,0.49070346,-0.28493053,0.35536814
1,-0.18688329,0.48334104,0.28282842,-0.13398366,0.54433024,0.08244536,0.25008553,0.54362607
1,0.6239353,0.3391763,0.6752608,0.45936453,0.39235473,0.000975564,0.007083252,0.34371442
2,0.42652333,-0.09914601,0.08489874,0.06252608,-0.056844115,-0.063621074,0.13805693,0.82321477
2,0.052617908,0.4148042,0.8227144,0.431728,0.21109736,-0.062439293,0.8239488,-0.09498072
2,0.48475963,0.84163916,0.8723519,0.48965392,0.031508237,0.48441064,-0.07116842,0.46189353
1,0.002672419,0.25626367,-0.13906778,0.5236166,-0.10723741,0.4709304,0.09143821,0.18854615
2,0.7971692,0.85059065,0.6401851,0.4464495,0.8279594,0.8211155,-0.078630716,0.29746762
1,0.001561284,0.09220729,0.028078943,0.6377001,0.53541577,0.38733545,0.3900119,0.42232364
3,0.5269134,1.0368694,0.9693458,0.7004881,0.23369452,0.5812624,0.84593284,1.0353845
2,0.10014385,0.22900128,0.22204159,0.05178401,0.04028979,0.7225512,0.28304657,-0.07322037
1,0.57077855,-0.26168984,-0.28632027,-0.24876364,0.26828462,0.43404064,-0.044411242,0.4272703
1,0.66236717,0.064972356,0.42084795,0.17359677,-0.16639526,0.17043896,-0.23114492,0.66452485
2,0.6851684,0.1966811,0.7168962,0.15892276,0.70051664,0.8925749,0.45416442,0.72122544
1,-0.2932197,-0.1502227,-0.0480825,0.20552774,0.2546535,0.5086361,0.3329068,0.5192334
3,0.78839564,0.47567704,0.46858484,0.23530513,0.44489935,0.50642425,0.41157615,0.8835657
2,0.5461031,0.6265471,0.09539655,0.75160265,-0.017071098,0.075764984,0.17087449,0.49787816
3,0.33753252,0.7118558,0.33779353,0.121104866,0.59707195,0.8470592,0.76557434,0.3488085
2,0.81776875,0.35683942,0.7103188,0.8122118,0.74069,0.21437135,0.68642545,0.28045952
2,0.083091915,0.5498633,0.8517818,0.31047192,0.84734666,-0.08304906,0.3221627,0.80806124
1,0.5730698,-0.14482234,-0.2331516,-0.22384746,-0.06534676,0.65677536,-0.22146241,0.09537431
1,0.14621998,0.36729074,0.57860506,0.32152563,0.16973083,-0.20390914,0.52893126,0.093807384
1,0.46009332,0.43389133,0.5858571,0.5810252,-0.23482282,0.4024694,0.28691718,-0.2122174
3,0.87831676,0.9270606,0.7645092,0.3208426,0.6989422,0.6890107,0.75238085,0.8925045
1,0.2106446,0.5416162,-0.07781382,0.5535435,0.53367424,0.14531566,-0.19300623,0.04020548
3,0.8102428,0.66156626,0.2801325,0.9556909,0.6815407,0.65353924,0.7902247,0.7620694
1,-0.09117873,0.6920446,-0.20999952,0.06437899,0.18923536,-0.15312935,-0.2912395,0.00022082
2,0.44286844,0.12537742,-0.031651437,0.1895944,0.86914486,0.57722634,-0.09753993,0.21828663
2,0.004540116,0.80654985,0.8002171,0.34054145,0.67403144,0.62497175,0.8893006,0.77667445
2,0.66788244,0.8226259,0.14551991,0.010969907,0.43061793,0.8368728,0.31484073,0.34355956
3,0.103630364,0.24626565,0.4523809,0.17531556,0.94478303,0.6334534,0.97700197,0.6641253
1,0.3448202,0.12064834,0.29242143,0.20290613,0.5532308,-0.036745936,-0.29865193,0.28568453
3,0.37395287,0.8682798,0.3180132,0.4650288,0.4750784,0.71256095,0.72065437,0.34087813
2,0.22279383,0.33189854,0.59475946,0.031475782,0.7747537,0.4255853,0.7767664,0.8988297
1,-0.1001897,-0.27077544,-0.23823316,0.066763684,0.2635395,-0.090093896,0.31014365,0.044480428
2,0.83379495,0.16497627,-0.030604959,0.88226587,0.009621829,0.8449334,0.08135328,0.040887892
3,0.6824467,0.73860157,0.87118727,0.83981997,0.5546612,0.7039049,0.25585848,0.6542081
1,0.12006861,0.21334442,0.24589467,-0.23316388,0.3261397,0.5544011,-0.20876695,0.5015378
2,0.5937527,0.80718917,0.10474032,-0.09189296,0.6548852,-0.06940204,0.056534827,0.5868594
3,0.40819997,0.440528,0.42227674,0.8498261,1.0501225,0.8338658,0.9503056,0.39431977
2,0.30083376,0.3599904,0.4745634,0.35786194,0.11090523,-0.09066859,-0.022320688,0.090075046
3,1.0101315,0.9669588,0.73883665,0.31499395,0.99103284,0.4080841,0.48847347,0.5876006
1,0.17053942,0.27433968,0.58371645,0.4405893,0.2832851,0.4678018,0.3280031,0.54765856
1,0.5099501,0.37024254,0.26322192,0.5120289,-0.083469436,0.031819955,0.19417293,0.39039928
2,0.8818966,0.13589078,0.596284,0.09540892,0.83042777,0.4648101,0.09946197,0.1464034
3,0.43706524,0.19320601,0.5494952,0.114192665,0.46135265,0.56252193,0.6001671,0.47976616
3,0.57651174,0.7602445,0.9767053,0.9067616,0.92985886,0.4632467,0.8956513,0.36772925
2,0.16791409,-0.001897454,0.5504282,0.20701665,0.620821,0.10063353,0.8665367,0.30657688
1,0.23741478,-0.024869487,0.34391195,0.018906325,0.24112734,0.0368817,0.6479012,-0.009062141
3,0.864185,0.8957575,0.40888995,0.20069999,0.41186184,0.9367645,0.7118399,0.11766121
1,0.16484214,-0.12486501,0.10603194,0.033037275,0.09975767,0.36269853,-0.25502235,0.63154787
1,-0.1305276,-0.2699514,0.07238501,-0.051138356,-0.252344,0.65477574,-0.089187846,0.66275233
1,-0.22393186,-0.14239456,-0.18088289,0.23982358,0.55886036,0.23892099,0.30879414,-0.2685337
2,0.11094257,0.06721413,0.68624073,0.7136638,0.59517676,0.6031598,0.07047874,0.40169454
1,0.54567784,-0.095622495,0.5753729,0.68121344,-0.026071295,0.3095795,-0.111419186,0.47842878
1,0.082067534,0.21532333,0.44810152,0.054114178,0.58988786,0.049109504,0.43212882,0.23577178
3,1.0110377,1.0250186,0.41627464,0.967111,0.8242432,0.4682914,0.2907268,0.93403506
3,0.46206015,0.45580864,0.43487188,0.76922524,0.17838293,0.64596146,0.82333386,0.46513432
3,0.3292628,0.1948547,0.9836768,0.60953766,0.45124277,0.1804316,0.37803176,0.32672662
2,0.62387025,0.7568284,0.17732629,0.33713123,-0.018465012,0.05940497,0.74310404,0.15944104
2,0.8151673,0.8785669,0.38013434,0.40708145,0.69048667,0.33989364,0.7452457,0.72652066
2,0.8260174,0.6128423,0.3369404,0.10214007,0.5307803,0.42475355,0.4907347,0.40286604
2,0.876379,0.30150005,0.47377583,0.13584304,0.48907924,0.39751655,0.75214845,0.36685658
3,0.5870075,1.0249289,0.37427366,0.2754669,0.92612123,0.9189419,1.0692855,0.90816665
2,0.17824048,0.6221813,0.20436807,0.34378308,0.56429195,0.42472208,0.5578114,0.25201434
2,-0.020797461,0.42173016,0.12604809,0.65257275,0.74639654,0.47866893,0.6184879,0.766725
3,0.10290015,0.7793243,0.4894877,1.0826178,0.75493306,0.42363012,0.562687,0.45823824
3,0.2483466,0.85055053,0.98672116,0.71799856,0.33285463,0.92261374,0.23818621,0.41249424
3,0.23654905,0.63259596,0.83720815,0.14905378,0.6780317,0.33706492,1.0836322,0.8729459
3,0.8511586,0.83443475,0.17853242,0.7956047,0.556979,1.0593963,1.061001,1.0663854
1,0.69707966,-0.004377335,-0.23275168,0.680738,0.6810961,0.006053686,0.3231303,0.20946482
2,0.52716315,0.361204,0.18887556,0.3034344,0.51438653,0.43390232,0.6979842,0.4819389
2,0.02073285,0.8538464,0.001292616,0.05242279,0.89898556,0.7819871,0.27850366,0.6115284
2,0.7230594,0.3527419,0.19357155,0.827325,0.55699766,0.16646925,0.59377134,0.041106492
1,0.4134364,-0.14418896,0.25149986,0.13115445,0.12592344,-0.23143317,0.3356011,0.056469113
1,0.35625088,0.047724187,-0.1799518,0.24463007,0.5976205,0.5750401,0.32526714,0.54026806
1,-0.2724502,0.5446569,-0.003362879,-0.11473881,0.30223432,-0.030432284,0.3822502,0.5000709
1,0.007892266,0.39983818,0.50420636,-0.27759367,0.40966308,0.17328006,0.21703076,-0.21545218
2,0.6826292,0.5895784,0.42792293,-0.06727421,0.41682175,0.54251647,0.47024518,0.6222528
2,0.4037553,0.17842932,0.45512143,0.31853145,0.20205785,0.7167295,0.15393028,0.5662216
1,0.42023444,0.22817522,0.25357673,-0.018067852,0.44890425,0.32585248,-0.2881561,0.027708799
2,0.40753552,0.5338446,0.53806114,0.5467681,-0.07240069,0.71307266,0.34891224,0.74263793
1,0.18461603,0.694824,0.02783516,0.35412067,0.315016,0.5799815,0.6057635,-0.12150513
2,0.40160152,0.7893608,0.29778033,0.8874768,0.66847605,-0.05655849,0.07683045,0.6967963
2,0.7725512,0.40069705,0.84067416,0.8020705,-0.0791181,0.08911294,0.8858855,-0.037290335
1,0.4257431,0.55698717,-0.049169987,0.44204876,0.6696192,0.15941994,0.36603993,0.46931422
3,1.0686145,0.16611376,1.0131593,0.7735952,0.47616866,0.6704094,0.20421088,0.6102424
2,0.15885061,0.4200587,0.7653685,0.49461964,0.3699377,0.13080296,0.15670009,0.4763611
2,0.11001548,0.48254558,0.87394214,0.038722217,0.56823516,0.45230633,0.69157326,0.08002043
1,-0.029188365,0.45955276,0.61974156,0.6383604,0.0214369,0.6991618,0.072043926,-0.091784015
3,0.7432134,0.29895595,0.22452843,0.47026482,0.89785963,0.6106395,0.850765,0.82703495
2,0.12303975,0.03112346,0.2870495,-0.07997295,0.38534868,0.29325813,0.017479092,0.35602447
1,0.39745548,0.52989227,0.09787857,0.060852885,0.58202195,-0.10385178,-0.05109833,0.5333992
3,0.61860645,0.4204902,0.29862183,0.9662067,0.32257575,0.36172172,0.6001204,0.71348673
2,0.11741245,0.7397506,0.68468595,0.3633026,0.28795728,0.8412003,-0.09034464,0.46853352
1,0.6344582,-0.04921542,-0.025795922,0.22648346,0.52088135,0.56541246,0.5123932,0.37458843
2,0.23280402,0.1823605,0.21693401,0.8283802,0.02136314,0.8644604,0.6599499,0.13215855
2,0.24402918,0.25683308,0.80854774,0.025327802,0.41990668,0.771862,-0.084147036,0.8000666
2,0.3020827,0.13415289,0.34193495,0.35667828,0.25119752,0.2134884,0.047251254,0.21444348
2,0.37648556,0.892123,0.39960888,0.23320936,-0.046186447,0.4479873,0.783398,0.06731638
1,-0.23952882,-0.010967732,0.41838753,0.5202256,0.4033527,-0.14420123,0.2346556,0.36562622
1,-0.15965076,0.5091304,0.43087792,0.10234211,0.21063052,0.6208147,-0.050861344,0.110310465
2,0.8363888,0.7761258,0.831163,-0.0965544,0.681129,0.70691967,0.28184575,0.18346435
1,0.6069358,-0.28918016,0.003019512,0.060560435,-0.058070168,0.052590296,0.24073577,0.6553818
2,0.79788625,0.48185712,0.4308002,0.1861362,0.8220227,0.5855713,0.001787931,-0.093097985
2,0.75173676,-0.025856555,0.38149244,0.4787942,-0.015929282,0.54350305,0.00755176,0.8470092
1,0.09996323,-0.24297445,0.20790333,0.61146784,0.13837983,0.119888365,0.6157632,0.32771978
2,0.80868095,0.6797888,0.46720058,0.27828762,0.76160634,0.45524874,0.20978034,0.25125238
3,1.0096353,0.7502526,1.0541031,0.3455917,1.0016577,0.8742269,0.40160662,0.630109
1,0.45854312,0.028141648,0.6267491,0.35951644,-0.046991304,-0.005079314,-0.23860033,-0.15922748
3,0.20313108,1.0864184,0.24347731,0.21091187,0.47037303,0.3943029,0.13076496,0.293107
1,0.6381125,0.17344913,-0.08746289,0.6262437,-0.030986145,0.43281835,0.51504976,-0.10208358
1,0.03708756,-0.14562844,-0.14463212,0.4336764,0.30986124,0.6082708,-0.08943252,-0.14277996
1,0.42805728,-0.050835475,0.22678013,-0.027720094,0.016887963,0.42083383,0.35689253,-0.09335072
2,0.5849761,0.69872355,0.17987958,0.55980015,0.11482677,0.6085507,0.44711375,0.26349416
1,0.6967838,0.53229946,-0.24087219,-0.10606922,0.54446673,-0.24490772,0.6981641,0.4243121
3,0.8429884,0.46945468,0.4765572,0.33520648,1.0003444,0.31315303,1.0947248,0.4027077
3,0.8003331,0.7658326,0.2565612,0.5917033,0.36935115,0.1623646,0.4679844,0.23007369
2,-0.083123,0.5772874,0.8395448,0.34681717,0.08656266,0.1463671,0.75161093,0.11378369
1,-0.059549645,0.23412651,0.10469781,0.17168786,-0.025884211,0.2925759,0.43443283,0.61390424
3,1.0882769,0.54976964,0.9983792,0.16672662,0.76507545,1.012119,0.8646083,0.9467807
3,1.0000987,0.60508054,0.66294837,1.0967633,0.9259464,0.81439304,0.7558994,1.0812871
1,-0.25314385,-0.003828839,-0.117108,-0.16980992,0.08359554,0.38656068,0.58823246,0.45427442
3,0.6392447,0.32864523,0.4917168,0.6639853,0.8572705,0.45544696,0.32516995,0.4797076
3,0.60081375,1.0501504,0.11221197,0.12742573,0.7822089,0.43978196,0.64870554,1.0515122
3,0.8619723,0.34368715,0.80818015,0.7903048,0.91578853,0.3928287,0.6455512,0.7875767
2,0.55430263,0.75808674,-0.033825934,0.11181849,0.07849416,0.810801,0.043537974,0.12536362
2,0.20594482,0.23611346,0.64781004,0.10750139,0.6715933,0.34623882,-0.065911025,0.05508563
1,-0.26518726,-0.2805695,0.31396225,0.5431101,0.28148457,0.13208333,0.67785746,-0.1737398
2,-0.03959897,0.7489399,0.31285673,-0.001111895,-0.08156589,-0.03030619,0.6377139,0.47086734
2,0.51413,0.18899527,0.67165625,0.001410961,0.78388774,0.3568453,0.62164646,0.1427607
2,0.86089313,0.45447087,0.37209383,0.16194132,0.55621576,0.5607028,0.16169193,0.41073844
3,0.10377082,0.9111926,0.37660217,0.73409075,0.333961,0.15223399,0.50021374,0.18313697
2,0.10527873,0.10705671,0.21767935,0.57811624,0.3697875,0.10072598,0.824618,0.31995898
3,0.3594805,1.0334018,0.23554274,0.257117,0.22146359,0.43872392,0.9166846,0.11696434
2,-0.06150651,0.69845974,0.092724115,0.6521539,0.7371962,0.40769568,0.30154762,0.6339431
3,0.34501874,1.0800393,0.1550343,0.8194223,0.8011973,0.9007509,0.18042159,0.61636776
1,-0.002280593,-0.017223075,-0.21531664,-0.02863215,0.03732337,-0.06374319,0.49461246,-0.29778856
2,0.43260345,0.7466538,0.589729,0.8378783,0.71740615,0.116996676,0.38044465,0.26172024
1,-0.11630039,0.15312482,0.06986052,0.50998366,-0.023431376,0.43584442,0.14105123,0.3795992
2,0.7110561,0.44005823,0.13220456,0.23479193,-0.023304582,0.50509584,0.2030199,0.4189652
3,0.587106,0.86712563,0.56113636,1.0564673,1.0575415,0.9349848,1.030359,0.9689442
3,0.16994578,0.40714046,0.26263317,0.93803763,0.33897763,0.43947703,0.6160736,0.996722
1,0.36584347,0.18773577,-0.2937917,0.048838973,0.53031665,0.35772413,0.49633718,0.6835564
2,0.24513207,0.09781155,0.6699584,-0.015366852,0.53485835,0.19844097,0.38280928,0.8933387
2,0.7235409,0.12723231,0.3955834,0.4348758,0.7796246,0.30762446,0.7485552,0.27110547
2,0.17728654,0.8730185,0.2010806,0.7927276,0.71871835,0.07997346,0.44185293,0.53717643
1,0.4279791,-0.16173302,0.636809,0.5034122,-0.13986985,0.67398506,0.07283154,0.285227
3,0.21733087,1.0853126,0.77228206,0.9641922,0.45522836,0.34563893,0.84488237,0.79253274
3,0.6676596,0.23096773,0.70811117,0.69858384,0.60028386,0.5592112,0.38526535,0.6190506
1,-0.13892739,0.1524045,0.0790932,0.28998497,0.24278021,0.69768196,-0.03278844,0.45483017
3,0.7577856,0.12012872,0.16710219,0.6215983,0.26204425,0.39439762,0.8364919,0.8312243
2,0.60017675,0.31309435,0.51779014,-0.044558316,0.047845185,0.026185632,0.4104838,0.87419343
2,0.32311827,0.029395282,0.5379832,0.37759784,0.41814685,0.5410795,0.8634472,0.11175892
1,-0.007960573,0.22734588,0.14253241,0.3746001,0.29698062,0.30039817,0.09056721,-0.21290325
3,0.7023875,0.14606127,1.0689235,0.41371357,0.96209204,0.86905956,0.17341834,0.68508863
1,0.09274775,-0.19436906,0.004559308,-0.047092423,-0.22049884,0.2685868,0.1914732,0.5440933
2,0.11708856,0.08018777,0.40198183,0.32602262,0.4581511,0.8502853,0.061575115,0.34445244
1,0.6432604,-0.27442336,0.5161137,-0.28260803,0.36487448,-0.23925157,0.15378162,0.60809636
3,0.6372853,0.2094047,0.3673033,0.9689236,0.50417954,1.0330583,0.63512325,0.6706995
1,0.5282632,-0.26086813,0.14784473,0.5739456,-0.11687307,0.45288736,0.6749633,-0.12652133
3,0.2704222,0.27636486,0.5879102,0.11863819,0.25213847,0.5176396,0.66518116,0.23015791
2,0.18984257,0.2753558,0.34075645,0.1438109,0.69912595,0.071404815,0.5404547,0.85418797
3,0.45813164,0.44816497,0.8760083,0.6689236,0.99089944,1.0874517,0.94415736,0.43331194
2,0.65603364,-0.030685127,0.74244964,-0.036773592,-0.057571292,0.39139584,0.053839445,0.18335946
3,0.540222,0.61864716,1.0572662,0.94966376,0.4037425,0.37402165,0.47354627,0.3452807
1,0.36537156,0.28445232,-0.059994087,-0.023560077,-0.06650911,-0.071061,-0.28180128,0.31683165
3,0.23090076,0.7014986,0.38546547,0.60045856,0.27448088,0.9188266,0.11231902,0.9091475
1,0.4170623,-0.07338382,0.03292708,0.6493606,-0.21002854,0.2157665,0.13967332,-0.09976725
2,0.6774224,0.40846792,-0.055577517,0.40198663,0.095377356,0.5456187,0.692108,0.07878575
3,0.26531467,0.5795938,0.93582404,0.7135107,0.1450277,0.52559704,0.76608217,0.12293872
3,0.5462661,1.0397635,0.44416627,0.23843974,0.93734473,0.59459496,0.31317863,0.756484
1,0.5624166,0.41601092,0.19448087,0.4242394,0.5367666,-0.26674187,0.4933982,-0.059223667
1,0.48089123,0.3289141,0.10612125,0.33984676,0.4083506,0.6956951,-0.23003311,0.54700434
1,-0.07498096,-0.19644837,-0.1184115,0.60733,-0.016721487,-0.23296727,0.5339056,0.6934073
1,-0.20862542,0.3389827,0.3711232,0.24982753,-0.011191994,0.23889339,0.3269542,0.62969136
2,0.15437879,0.34107524,0.5428271,0.70256585,0.72011244,0.7042514,0.21723329,0.7851909
2,0.17573963,0.7064193,0.13141286,0.24847114,-0.03152716,0.8903403,0.065041214,0.8881596
2,0.73707604,0.85508657,0.33273244,0.32744813,0.79033375,0.7433593,0.67278886,0.6020236
2,0.33724058,0.1310637,0.24010614,0.7672279,-0.08710745,0.6786592,0.4329203,0.7155881
2,0.5867266,0.3224532,0.18343917,0.27733713,0.49009678,0.29808763,0.5730082,0.458166
1,-0.27094358,0.44290346,0.27050987,0.38078284,0.08478633,0.000648424,0.68596107,0.48987818
3,0.1300424,0.92693067,0.65074146,0.8994678,0.12977704,0.2180889,0.30245775,0.97999275
2,-0.046081543,0.30851176,0.69352674,0.35275367,0.71555084,0.1528847,0.48441124,0.37831458
2,0.16949315,0.3597389,0.2649898,-0.06535518,0.6544399,0.23216777,0.55637133,0.6437324
3,0.13128379,0.8564577,0.9462774,0.13945773,0.9812668,0.3230144,0.9040544,0.6028779
3,0.9551877,0.9872588,0.4926762,0.2653503,0.27487943,0.8101041,0.84396046,0.71908975
1,0.093461275,0.27630275,0.6273526,0.017625168,-0.20362838,0.6064718,0.43494207,0.41646796
1,0.30961505,0.6953976,-0.2275093,-0.08142631,-0.15690346,-0.013955399,-0.14103131,-0.12882604
1,0.5078498,-0.28553927,0.227245,0.27051234,0.34869927,0.012672931,-0.035772756,0.4292236
2,0.0730302,0.004142851,0.18485951,0.55488575,0.19068438,0.035350263,0.08251354,0.16291004
1,-0.2682324,0.41365862,0.36008608,0.6398056,0.004515648,-0.13520117,0.59287506,-0.105560645
2,0.81616676,0.53661394,0.64416224,0.006631613,-0.09361836,-0.09629455,0.48656902,0.8361106
2,0.52240926,0.7229489,0.82760346,0.5146797,-0.04660207,0.26714805,0.21541595,0.46191186
2,-0.054720223,0.8547293,0.6047132,0.83714044,-0.06393981,0.78018653,0.018614948,0.027201116
2,0.36344895,0.76804423,0.6099451,0.2624462,0.5776373,0.35425994,0.7051926,0.24806048
1,0.54689354,-0.2336014,-0.20223878,-0.01884593,-0.23168327,0.054573774,0.23072131,0.2601043
2,0.13982621,0.31708792,0.5602607,0.19293804,0.5243897,0.6426038,0.45247373,0.7475953
1,0.5027671,0.6790263,0.30055377,0.56397575,0.68801665,0.57918054,0.24619009,-0.17687993
1,0.5946838,-0.04003693,-0.15468834,0.17334354,0.50948703,0.40533745,-0.0254616,0.1685224
2,0.4145639,0.6641257,0.7864126,0.25013947,0.30641913,0.3759559,0.3402254,0.77878875
3,0.8972547,0.27051094,0.34365457,1.0673413,0.9099725,0.930042,0.31454992,0.102425545
2,0.39205587,0.88291776,-0.021618038,0.1185807,0.634964,0.84519666,0.18650739,0.53603745
1,-0.005350515,0.46648264,0.30760086,0.65492326,-0.28160036,-0.14413275,-0.05290945,-0.26209015
1,0.053297475,0.15262765,0.2726072,-0.17540212,0.12375038,-0.1907721,-0.13093267,0.44893542
3,0.9244119,1.0273426,0.5499906,0.41526967,0.35879368,0.9070616,0.43630332,0.8824825
2,0.3171313,0.19598317,-0.07083827,0.8412159,-0.036367923,0.67038167,0.075814664,0.045575917
1,-0.19748767,0.5423314,-0.14788873,-0.2122127,0.42025077,0.47206265,0.4465724,0.5612524
2,0.696427,0.26745796,0.45916742,0.86915404,-0.050486624,0.8860286,0.89258754,0.36209553
3,0.95015067,1.0793798,0.607689,0.90053934,0.71862,0.33591712,0.77026266,0.9299593
3,0.1543079,0.5120816,0.48899558,0.90222555,1.0487833,0.37817448,1.0969218,0.16655502
3,0.9004979,0.83662456,0.3070918,0.777928,0.6686973,0.49754125,0.35726368,0.63987637
2,0.82643723,0.34797728,0.1464698,-0.056866854,0.8486284,0.50153655,-0.03831327,0.22566405
1,0.30461708,0.001973033,-0.076288536,0.6161942,0.11752465,0.59029156,-0.26986402,0.39226452
2,0.06080234,0.8942014,0.31867477,0.18099295,0.8722322,0.8829584,-0.020575434,0.09208959
