reviewerID,unixReviewTime,summary,reviewText,recommend
A10BWUA2MGA9BK,1289779200,Not just for Geeks,All the up to date news in the world of Science; written in basic easy to understand English.  I have been buying this magazine for years.,1
A186R37OQQ8TP1,1286496000,"Great magazine, just remember to turn off auto renewal","If you don't turn off amazon auto renewal, you'll be<br />resubscribed at market price.<br /><br />Unsubscribing from auto renew is very easy, so not a big issue.<br /><br />Great magazine, amazing price.",1
AFPZ14P9BS9N4,1501718400,I enjoy!!,"This magazine covers a lot of personal info, as well as various other topics, I enjoy!!",1
A1L43KWWR05PCS,1126224000,I LOVE THIS MAGAZINE!...,"This is simply a beautiful magazine, printed on heavy, glossy paper. Its pages contain many beautiful photographs of different foods, wines, and the countries from which they originate. It is not only a food and wine magazine with wonderful recipes that are easy to follow, it is also a travel guide of sorts with a great deal of information on other countries, their food and wine, their  restaurants, and their culture. Usually included are some fascinating historical details of how a custom associated with a particular food may have come about. The articles are invariably well-written and offer a wealth of fascinating information.<br /><br />I am a tea lover, and I love going to afternoon tea with its repast of scones, dainty sandwiches, and light cakes. So, I particularly enjoyed an article that the magazine recently had that focused on tea. It transported the reader to Devon, England with its afternoon tradition of  tea and scones, accompanied by clotted cream and  jam, which is often referred to as a cream tea. Of course, a beautiful bone china tea pot and bone china cups are essential to the having of a proper cup of tea. This, too, is discussed in the article. Photographs of an authentic village tearoom in Devon were included, as well as recipes for making scones, tea sandwiches, black currant jam, strawberry jam, and Victoria Sponge Cake.<br /><br />The article went on to discuss how clotted cream is made. It interspersed the discussion with personal anecdotes from those who make clotted cream. A guide was included for Devon in terms of where to stay, where to eat, and where to go for tea. The article went on to discuss the differences among the various available tea experiences, detailing what constitutes an afternoon tea, a cream tea, and a high tea, and giving some of the historical underpinnings of each.  I so enjoyed this article! Even if I never physically go to Devon, I feel as if the magazine had transported me there, as it was vividly drawn by so expert and sure a hand. The magazine has these types of articles in every issue, covering regions from all over the world, including those in the United States.<br /><br />The magazine also contains a helpful section titled, ""The Pantry"", which is a guide to resources that have to do with food products and kitchenware related to articles in the current issue of the magazine. This makes it invariably easier for the reader, who may wish try some of the more esoteric recipes, to find what one needs. It is little wonder that I love this magazine. Those who are interested in wonderful food, excellent and easy to follow recipes, other cultures and customs, as well as traveling, will simple adore this magazine. It makes a wonderful gift. I know, because this magazine was a gift to me and one for which I am grateful, as it is a gift that one gets to enjoy again and again, each and every month.",1
A2JJGIJI8X6KRS,1026777600,Not your typical Cooking Magazine,"I have over 16 Magazine subscriptions, 10 of them being Cooking Magazines. Saveur provides you with a different sort of cooking magazine, definately with a heavy intent on the background of food, their articles are more in depth about the locations and even the layout of the magazine is different.<br />If you enjoy this magazine there is a web-site that you absolutely must check out it's called ""ethnic grocer"" you can find all of the rare ingredients that you find in some of the recipes that are featured in Saveur. I always feel like I've actually walked in the shoes of the writer and the articles are so vivid that you can almost taste the exotic-ness <---- is that word?) LOL of the flavors. If you can get the subscription at a good price, GO FOR IT!<br />A warning though be prepared to want to immediately run out get a passport and travel to the locations that are featured.<br />Happy Reading",1
A1WTD80C8J0QE2,1487462400,One Star,never subscribed to this magazine,0
A3N4A8JHUUNNRA,1480118400,A must read !,Love this magazine....so much to read.,1
A3KT1J40AI9GYJ,1381190400,One of the few magazines I read cover to cover,"I read a lot of magazines. My roommates sigh everytime they check the mail because they inevitably have to carry home heavy piles of glossy paper encased in plastic wrap. Marie Claire is probably my favorite magazine out of all the ones I read (I read most fashion and women's health magazines) because it provides a bit of everything that the average young professional woman like myself enjoys. Some of its interest pieces about real life people are thought-provoking and well-written. There is almost always a feature article about some celebrity, but Marie Claire takes the time to interview the celebrity and try to get a different perspective on her life. Finally, MC also has all the other fun and frills that any girl wants when she mindlessly reads a magazine while getting a mani/pedi - beauty tips, fashion ideas etc.",1
A3GA09FYFKL4EY,1379030400,Must-have for fans of fashion!,"Marie Claire is a wonderful read, and well worth the money for the beauty tips alone! I have many issues that I keep just for reference.  Marie Claire has it all:  the best fashions on the runway, recommendations for all income levels and body types.  I love Vogue, but more for entertainment value, since I can't afford the clothes advertised in it.  Marie Claire has something for every woman in every background and income level to enjoy.<br /><br />Interviews, articles and reader input are also excellent.  This isn't just a ""mirror, mirror"" magazine.  Articles explore social issues and current affairs along with the usual celebrity features.  I bought a two-year subscription, and am already making plans to renew.<br /><br />Highly recommend!",1
A3TAK9OTO4NEH1,1474588800,Five Stars,IT'S AS i REMEMBERED IT TO BE.,1
A1AB6D301MOTM0,1473379200,"Good magazine, but not your Grandma's REDBOOK","POSITIVES<br />Very traditional magazine with staying power<br />Lots of helpful hints about practical stlye<br />Fashion finds that are very affordable<br />often articles about slimming down, hair care, and skin<br />sometimes there are healthy ideas and articles about diseases like cancer<br />Be happy<br />cooking shortcuts<br />Ways to save money<br />Good read for commuting and realaxing, but not much substance.<br /><br />  NEGATIVES<br />This is not your grandma's REDBOOK<br />Many times the issues talk about SEX and LOTS of CLEAVAGE so would not be appropriate to leave around children<br /><br />  RECOMMEND (with the above noted)",1
A1EO6C73I0LQKP,1369872000,Marie Claire,This is not a magazine for me. It does not contain information that I was interested in. Will not buy again.,0
A2TOPPGJ31L413,1471392000,Worth the price!,Great magazine. Worth the price!,1
A3JPFWKS83R49V,1260489600,"Improve Your Knowledge, with Popular Science","Popular Science is a magazine I have been reading on and off for more than twenty years and it ranks as a science magazine for the masses. As most readers will tell you, Popular Science is a beginner's science publication and is generally intended for those who are curious about science and want to gain a better understanding of science and technology.<br /><br />Popular Science is more about technology than science and this is evident from the departments and most of the featured articles. Yes, Popular Science does include articles about atoms, chemicals, outer space, physics, etc., but the majority of the articles are about modern technology and its uses and applications. The technology articles are dedicated to subjects such as new vehicles, environmental trends, electronic devices, and more. Articles like these might seem a little out of scope, but one has to remember that the first word in the title of the magazine is Popular. Technology is huge, so it makes sense that the magazine would dedicate such a large percentage of its articles to high tech.<br /><br />The writing in Popular Science is very good, but as I said before, this magazine is intended more as a beginner's guide to science and technology. This means the articles will be perfectly fine for those with limited science and technology knowledge.  For those with a more advanced scientific mind, some of the articles may be too elementary. However, every issue can be counted on for at least a couple of in-depth, intellectual articles. Also, one needs to keep in mind that the articles are generally short and cover only a page or two. This is nice for those with shorter attention spans and for those who want to soak up as many facts about as many different things as possible.<br /><br />Learning more about science and technology is certainly a good idea and Popular Science is a good choice of reading material for those who are scientifically curious, want to improve their science knowledge level, and want to learn about the latest technology. The magazine could prove to be a little too simplistic for those with a working or educational background in science, but for everyone else, Popular Science presents a good means to keep up with the latest in science and high tech with writing that is clear and intelligent without going over the top.",1
A2JJGIJI8X6KRS,1026777600,A STEAL at Amazon prices!!!!!!,"I have continued to get this Magazine subscription for almost 4 years now. I really enjoy the pictures and the many different ways to do ""country"". I began subscribing because I was gathering information on opening a ""Bed and Breakfast"" and I wanted to see the looks that were out there that said ""cozy"" and ""homey"". This Magazine has never let me down I find that I enjoy the section that they have called ""Real Estate Sampler"" as well as the product information that they have in the back of the book.<br />I used to get over 16 Magazine Subscriptions, and for me to keep subscribing to this one speaks volumes(please check out my other Magazine reviews)The other Magazine that I liked about as much as this one along the same lines is House & Garden.<br />Happy Reading",1
A1XA5RVUJQ2OQA,1461024000,Five Stars,Great Magazine!,1
A3QIE1MVFQOOHI,1459468800,Five Stars,Just wonderful,1
A1V8KPZ51L4M2K,1458777600,Five Stars,Good magazine,1
A3SCHXMAJDLLUU,1255046400,Great magazine for a fantastic price,"I love this magazine. It has short articles that can be read on the run, and I learn something new everytime I read an issue.",1
AXV3OJG9BZ2JW,1362009600,great,"The item came in excellent conditions, well packed, very nice NEW, no defect, as i expected. . . . .",1
AANIYQLH8IKX4,1446768000,Three Stars,ok,1
AA14AMM03HMXW,1442188800,Three Stars,Too many drug ads.,1
A2QI93E2DU7I57,1438905600,Five Stars,Great magazine!,1
A3B1ZEJ7CN2OTE,1436659200,Five Stars,Fun magazine with helpful info.,1
AAZV7DET3J15U,1435536000,Five Stars,Its a mag.,1
A3JFOR41KR4RAD,1520294400,Good recipes and desiner tips,Good recipes and desiner tips. A nice magazine that I have a hard time tossing so I have all of them for the last two years.,1
ASU7EOBD3Y4BV,1515801600,Beautiful Magazine,Beautiful magazine,1
A2JFSR6BXD7KH5,1351641600,Ups and down,"This magazine has its good and bad issues which happen every month so it's hard to grade. I do like the new ""work"" feature they added though. Especially November 2012 article regarding taking a leadership role in the workplace.",1
A324GIXX5SIYGA,1350000000,One of my favorite,This is one of my favorite magazine. I look forward to it every month. It has a nice balance of all kinds of articles about different issues. It seems to cater to working single and married women.,1
A1L7R2764ED46Y,1347667200,Better than Elle and Baazar,"For being a fashion magazine, this one actually has articles worth reading. I purchased all 3 magazines when they were $5 each and this is the only one I did not cancel. There are several magazines I like better than this one, but this one is okay. I can actually stand to look at it.",1
A383AX3OEDTU6Y,1510704000,Five Stars,love it!!! great ideas.,1
AAB2UG7X51G0D,1422748800,Five Stars,my wife is happy,1
A33AQPJYH7UUXR,1325635200,"even for five dollars a year this is *still* just ""OK""","My first subscription issue came with the following on the cover/in the contents:<br /><br />238 hot new looks, touting ""fab finds under $100""; what I found more often inside was clothing with the caption ""price available on request""<br />A lengthy article about Angela Jolie; sorry, but...yawn....<br />Big Girl in a Skinny World; a article telling big girls how lucky they are to be able to at least by *some* cute shoes/boots.<br /><br />For five dollars a year I am not going to complain *too* hard but not likely to renew this either.",1
A2SHSCMG51TBUR,1421107200,Five Stars,for waiting area,1
A2Q7U4142OC5P8,1418860800,Five Stars,Very informative !,1
AFPZ14P9BS9N4,1501718400,"Country Living-Great read, and keeper","Country living is liken to Southern, as being an excellent magazine fir past, current, and future for multiple sibjects, just love it, n keep them to re-read later! The photos is so much better than looking on sxreen, sometimes I just like to go bk n forth from one colorful page to another!!",1
A2BDYI4NK03TWF,1412380800,Five Stars,I give Redbook a five star rating I have been reading this magazine for over thirty years.,1
A1FEDK55GMLSV,1494806400,nice blend of topics and pretty photos,Lovely photos. Nice recipes. Like the animal section as well. Lots of decorating and cooking inspiration.,1
A1J5ZHE8SG700J,1493596800,Five Stars,thanks,1
AU4C2605UPXLR,1406505600,Don't like it.  Won't re-order,"I don't like the ""experts"" like that Ozborne girl with the purple hair or the black woman who is the make up ""expert"".  They use too many obese ""models"" and try to pass them off as ""beautiful"".  I don't get it.  Probably won't re-order again.",0
A2N1WT1EBTWTBV,1405900800,But great price.,Just not into magazines too many ads. But great price.,0
AEFAZU2T4NYTR,1492819200,Five Stars,great mag.,1
A2BSKT65F16LAQ,1490313600,A lot of nice pictures not much helpful reading,So far have only received one copy of it. A lot of  nice pictures not much helpful reading material,1
A2T2H9IDMU6VB1,1489536000,Five Stars,Great price,1
A31ZT26Q43CI1A,1394755200,Redbook,"I like this subscription for this year, but I probably won't renew.  There are some useful articles, but I like Woman's Day better.",1
A2O6SU5YDVSDN4,1391385600,"just what you'd expect, racier than the standards (Good Housekeeping, Family Circle)","Every month you get recipes, styling tip, home dec ideas, and lifestyle articles. This mag is geared toward a slightly younger audience than the above, and is pretty explicit in the sex articles. I gifted my mom with a subscription (at 71) thinking she'd enjoy it; fortunately I was the only one who ever read it! She would have considered these articles pornography!<br />I'm not so interested in the style, celebrity, and makeup so it's so-so for me, but it's probably great for those who are.",1
A1KN6H7YG6WTIB,1282780800,Great Magazine,"This magazine is very HUGE but worth the pocket money. It is highly affordable and a joy to read. Yes, there are a lot of ads but there is a lot of information in there too. Lots of great tips, stories, pictures, fashion advice, dating advice, some gossip, tips on makeup etc. Overall, it is a great magazine for the younger to older adult crowd. I really enjoy reading this magazine by the pool too. It is very interesting and addicting! I really enjoy it and will subscribe to it again when my time is up.",1
A14TR6YD2W23A3,1513555200,Editorial cartoons are worth the price of the subscription,"I hope this magazine never goes digital-only,. The editorial cartoons are too funny not to cut our & share.<br />Some of the (very long) stories & articles are interesting, but there is a lot of specific NYC info to gloss over.",1
AQ2S1QAI4R2V6,1389398400,Five Stars for Redbook!,"Redbook deserves a five-star rating because it is an up-to-the-minute, forward-looking magazine that for me never disappoints and I have subscribed to it for many years.",1
A35PV3A2L1OBRG,1483315200,Good magazine,Great magazine,1
A3H3OK6ODWIBO,1475884800,lovely photographs and great recipes.,"Very informative, lovely photographs and great recipes.",1
A3GA09FYFKL4EY,1379289600,Disappointing content,"I've read REDBOOK since the early 1970s, and am disappointed by the content the magazine has published for the last decade or so.  REDBOOK used to feature housekeeping, literary excerpts, beauty and style.....now it's become another ho-hum mummy mag for a housewife generation that barely exists anymore.  They have the occasional celebrity, but you can get better information on Hollywood from PEOPLE or US WEEKLY.  This is for soccer moms, with little to offer anyone else.<br /><br />Sad to see a great magazine lose so much of its quality and appeal.",0
A3J5VEQ4VDUS2F,1466294400,Five Stars,love it!,1
A1EO6C73I0LQKP,1369872000,Redbook,"This magazine is okay. Not in my top 5 but for the price at the time, it was a good read. Glad I got to try it.",1
A1HV7PFWWGX2K3,1454198400,Five Stars,Excellent!,1
A2OTUWUSH49XIN,1451347200,Four Stars,some interesting stuff.,1
A25HCQE1XVMAO3,1445644800,Four Stars,Good recipes.,1
A14Q5D3QYA8FPV,1244419200,Top journalistic achievement...NOT...,"""How to Make a Baby Without Loosing Your Guy"", ""My Father the Fraudster"", ""I Was a High Functioning Alcoholic"" are only a few of the disturbing titles from the July edition of Marie Claire, a (fashion?) magazine about 40% devoted to advertisements. The articles behind the titles are something an intern might have scribbled on her ciggie break from a more serious assignement (such as a coffee run). As for the few ""fashion"" layouts: July magazine received in June, with fashions for the fall (which, in my climate, does not start until Nov/December)...<br /><br />Still, some of the photographs may eventually prove to be worth the five bucks I paid for a year's subscription...Oh, how sad...",0
A1KN6H7YG6WTIB,1358208000,Great Magazine,This magazine is very nice and has a lot of good information and tips. It is entertaining and fun to read.,1
A28ZQUTB5V0YFH,1357084800,gift,"nice to use magazines as gifts.. they are greatly received usually and something to look forward to instead of bills in the mail, lol",1
A1LUTC4A8E99WF,1503878400,Fun!,,1
AYAAX783KRCJZ,1353715200,RENEWAL,"The magazine is good I just don't like the fact that it was renewed so early and automatically took the money from my account.  I tried to correct this very early on with no success!  Very upset with the whole process, not the magazine.  : (",0
A324GIXX5SIYGA,1351468800,Ok,I bought this subscription because I love to read and it was available at a great price. It targets married women with kids. I can relate to some of the articles but not all. Overall ok.,1
A1BX06Z8YC3RLS,1342483200,Redbook,Got this one as a free edition on the Fire and loves the way it looks. I am not normally a Redbook reader but I enjoyed this.,1
AU4C2605UPXLR,1427500800,Has always been my favorite!,"I have always loved Country Living and it has never disappointed me.  If you are a newbie, then try it.  It's friendly and filled with great ideas.  You'll love it.",1
AM6CJOY3XUVWZ,1500422400,"Conde Nast promotes ""How-to"" guide to anal sex to teens","In the July 7 issue... Teen Vogue just published a ""how-to"" article on ""A Guide to Anal Sex"". As a parent, it is unbelievable that they think this is okay and reflects the gulf that separates what I believe is appropriate for my teens and what they obviously think it okay. I can no longer trust what my teens find in this magazine. Beware -- the cover makes it look harmless, but it is a wolf in sheep's clothing aimed squarely at your kids.",0
A3EAMIMS5I3L22,1154649600,The Magazine Diva Says........,"I enjoy Marie Claire but they could ""step it up"" a bit. Splurge vs. Steal probably sells their magazine for them. Often I notice repeat information, or feature products that appear in 4 other fashion magazines. More originality would be helpful. And it really pissed me off that the fengshui article was such a limited target market. (I'll still read next month's addition. I have to find out the best ""steal""!)",1
A25QIPF7O9FBN1,1422144000,Nice and Easy Present,"Purchased two subscriptions for two coworkers who love this magazine. The articles, ideas and everything start to finish in this magazine fits their lifestyle. The ordering process was easy and so was the process for entering their specific addresses. I will make my life easier and do this again next year.",1
A3DSHGZBPHKJDV,1498435200,One Star,Too many ads and tabloid style writing make this publication not worth your while.,0
A1T17LMQABMBN5,1011916800,Great chick mag!,"Marie Claire is a cross between Vogue and Glamour -- it mixes news about the latest fashions with hard-hitting articles about women's prison and the date rape drug. Which makes it one of the most intelligent women's magazines around. If you are a chick that enjoys magazines such as Vogue, Glamour and Mademoiselle then you'll enjoy Marie Claire. I would recommend an annual subscription to this one!",1
A3DSHGZBPHKJDV,1509494400,One Star,GQ?  P-U!,0
A34900KFSU707V,1416182400,What's Not To Love about Country Living?,Photographs of beautifully decorated homes throughout the year keep me renewing my subscription!,1
A3O652WDKMZCQL,1268611200,NOT WHAT IT USED TO BE,Redbook magazine is not what it used to be.  Good thing I got it cheap.  Don't bother with this one.,1
A3CPNN9CLKEPLB,1415145600,Five Stars,i LOVE THIS MAGAZINE.,1
A21FFUC8BEMDJ7,1412985600,Great magazine,Love it!  Great Magazine!!,1
A3IB13DLDST4TL,1408579200,"This magazine presents a comfortable semi-modern ""country"" look","my home is a combination of traditional and country.  This magazine presents a comfortable semi-modern ""country"" look.  It is not your grandma's furniture, or if it is, it has been re-purposed and updated for today's family.",1
AKMEY1BSHSDG7,1257292800,Something of interest every month!,"Redbook is a great general interest magazine that is useful for the businesswoman, fashionista, interior decorator and shopper in me! I look forward to every issue, and keep them around for months as reference material.<br /><br />I really recommend Redbook as a gift for yourself or a friend!",1
A31GIXHPNTLGE2,1406246400,One of the best magazines!,"My most favorite magazine ever!  Beautiful photos, great ideas and fun articles.  Well worth it!",1
A2ZIEZ7E36V0WG,1405900800,Five Stars,very helpfull magazine,1
A1APD0GQAENV32,1448496000,A quarterly for gentlemen.,Great magazine that's given me some fashion tips I use every day.,1
A1VTKYW3YQEHTN,1404000000,A New Favorite,"Wasn't familiar with this magazine until recently. So glad I found it! Decorating ideas, recipes, and articles down to earth. Love it on my Kindle. A real keeper.",1
A2O6SU5YDVSDN4,1401148800,"Just another ""Lifestyle"" sales tool","Like all the rest of these mags, the goal here is to create buzz so you ""gotta have"" the stuff they feature. Beautiful makeover feature? Honey, let's re-do the bathroom in these chic new colors. Garden much? Buy these new improved seeds and plant varieties. It's all so formulaic, and it goes on month after month.<br />Why do I subscribe to these things? Well, they are often offered for $5 per year in late winter, and I am ever hopeful for actual content. In the end I can donate them, or trade for quilt mags.",0
A2JWK70SOWNANV,1436659200,love it,love it...super cheap and easy to view on my kindle fire hd,1
A2LI10MAXV0815,1398988800,Good Ideas,"I really enjoy this magazine.  Have been subscribing for several.<br />Great ideas in every issue, and wonderful pictures..<br />Try it, you'll like it.",1
A3RGFCT41TXE2R,1227398400,Excellent Practical Magazine,Love this magazine!  Last month Redbook had a wonderful workout and great practical recipes that I am acturally going to attempt. I learn something new in every issue which is totally what I am looking for in a publication.,1
A25DHTL5K6V2IS,1217203200,Hooked on Redbook,"When I was younger I used to sneak peeks of my mom's copy of Redbook, feeling like I was really getting away with something devious.<br /><br />Today, a little older, a little wiser and I still find myself sneaking off with a copy of Redbook and feeling like I'm getting away with something.  Only now it's my own copy and I'm usually sneaking off to soak in a bubble bath and relax while reading.<br /><br />Not every article interests me, but how often do you really find a magazine that you truly care about every page, cover to cover?  They have a goal to reach a large audience of women with a huge variety of interests, so it's nearly impossible to appeal to every woman with every article.  However, I think they do a pretty darn good job and I have never finished an issue feeling disappointed.",1
A1KXONFPU2XQ5K,1099958400,Excellent Value!  Filled with useable info.,"I really like this magazine, even if its a woman's magazine.  Often I find these types of magazines filled with advertisements and articles that never seem to fit a real persons every day life.  This magazine features a nice cross section of information on fashion, decorating, cooking, and relationships.  I always find something interesting to read in here.",1
A1601CEQLH9Y05,1389484800,Country Living Magazine,Just beautiful.  The pages display wonderful images that take me back home.  The price is extremely affordable.  I highly recommend subscription.,1
A2XKJ1KX6XUHYP,1388361600,GQ...,This is a real fun magazine for any men regardless of having a GQ status or not... Excellent snips of everything. Bravo.,1
A2QI93E2DU7I57,1383091200,Love my magazine!,I love Country Living and th gentle and simplistic style of this magazine and great articles.  Recommend to all gentle souls.,1
A3HHIZT39D0B7C,1382486400,My favorite magazie.,"My favorite magazine.  I put down all the others and read this one as soon as it comes.  Want to go to a country fair some day,",1
A3GA09FYFKL4EY,1379030400,LOVE this magazine!!!,"I fell in love with Country Living after I read my first issue at my hair salon. The decorating tips, food and travel features and articles about other American homes is both entertaining and informative.  A recent issue featured travel in Mississippi, with the best restaurant and sightseeing stops as just one example.  Made me want to go there! Antiques, quirky pieces found at flea markets, crafts and trendy bits grace the homes, with advice on how to get the same look for yourself.<br /><br />If you love Southern Living or Better Homes & Gardens, but can't afford the shocker price tags of their decorating styles, you'll really like Country Living.  It offers something for every style and income level - and goes beyond the ""rooster cookie jar and gingham curtains"" that most people visualize when they think of ""country decor.""  I asked my husband for a subscription for Christmas, and will continue to enjoy it for a lifetime! Highly recommend!",1
A2VDVK1OFSPQH8,1378512000,What's not to love,"I have a subscription to this magazine until 2017. I would recommend. They have great ideas on holidays decorating, and so much more. Very inspiring.",1
A2ANADS3S81YV4,1374192000,"Booooo, I miss the OLD and REAL County Living Magazine!","Egads, what has happened to this beloved magazine??!!  I used to receive it in the mail years ago (mid-80's to I guess early or mid 90's) and it was one of my favorite mags back in the day.  I would pour over each page, salivating over the beautiful country and rustic pictures, and loved the country-themed articles.  Now it's just about rich New Yorkers and other city people with big time money buying their ""country"" retreats.  This magazine used to be down to earth, but now it's got a snobby feel to it.  NOT interesting at all anymore!<br /><br />In the older Country Living, there used to be a column written by a woman named Jo Northrop. It was called ""Simple Country Pleasures"".  It was so good and I always looked forward to that.  Miss that very much.",0
AVF9FV7AMRP5C,1264377600,"Offers great fashion, style advice","GQ is excellent in offering fashion and styles advice that is easily understood and tangible. The advice is reinforced with photos to clearer understanding.<br /><br />Pros<br />- Fashion, and Style advice<br />- Occasionally offers great feature articles<br />- Magazine comes shrinkwrapped so its not damaged by the post office<br /><br />Cons<br />- Small font size<br />- Splits feature articles, I need to skip to the back to finish reading articles<br />- Full of ads",1
A29QM2KSNQ0XQH,1370736000,Country Living,This is a good magazine with quite a few great ideals and cute updates for around the house.  I would recommend it to all.,1
AR86MLCPMEW4U,1369958400,nice,Love the magazine. always end up letting my daughter borrow it.awesome price for what you are getting. Love to decorate,1
A3UJSDO73QCIQT,1368230400,"letting this one go to,","have to pare down money and time issues, so this one lost out, but its one of my favorites, its got great antique finds crafty ideas, i like that, but but verand and traditional home won the toss to keeep",1
A12WW7CAXXH9N6,1367539200,Country Living-Not just for Country Folk,"Love everything about this mag! From the beautiful and easy to replicate home decor, to the recipes, tips and more! The photography is stunning and I can always find something in this mag that I would love to do in my own home, and can usually do it without breaking the bank!",1
AMKQP0R290TLS,1366502400,mag,Love the magazine,1
A3OAJ8WP19IWHT,1362182400,the idea book,This is a great magazine it is't just about the old country style of years past. It is up-beat and up-dated in both its style and decorating ideas.,1
A3JPFWKS83R49V,1175212800,"GQ: Different From the Past, but Still Okay","GQ magazine has been around for a long time and, like other men's magazines, it has changed over the years. In an effort to attract more readers, GQ has spiced up some of its articles with more sex and it is common to find a scantily clad female on the cover- a place that used to be reserved exclusively for men. This isn't to say that the articles have suffered greatly from the changeover. There are still several good articles in each issue of GQ, combined with a few too many articles about relationships.<br /><br />When GQ is at its best is when the magazine is talking politics, entertainment, and/or culture. I have read many interesting political articles in GQ, ranging from topics like homeland security to men's rights when it comes to abortion. The entertainment articles are also quite good and the GQ team can be counted on to deliver some good, frank discussion about movies, books, movies, Hollywood celebrities, etc.<br /><br />GQ used to seem a little more fashion oriented than it is today. There are still several fashion related articles in each issue but the difference is that the GQ of today contains articles in a wider range of topics than in the past. This is fine by me, because the fashion articles rank low on my list of reading priorities. I would much rather read, say, an article that debates the efforts to ban smoking than an article about buying the right shoes to wear in a business casual workplace.<br /><br />Many magazines skimp when it comes to reading material but not GQ. You get your money's worth with this magazine. Each issue is the length of a book, with anywhere from 250 to 350 or more pages per issue and from 25 to 30 different featured articles, departments, and monthly columns to read (combined). This makes for a lot of reading. Even of you take the advertisement space into account, there is still plenty to read in each issue. It also means that, whatever your fancy, you should find something interesting to read every month.<br /><br />Overall, GQ is a good magazine for men and it contains some decent entertainment news, political analysis, and fashion tips. It is aimed at men in their early thirties and while I don't like it as much as similar publications I still think GQ is a decent magazine. Its long length makes it easily worth the low cost and with so much reading material, there is something for everyone in each issue. What others have said is true: It isn't the magazine it once was. But there is still enough of the good stuff to recommend this publication.",1
AEMZRE6QYVQBS,1172880000,legendary means 'takes potshots without flinching',"GQ is a publication that merits the adjective 'legendary'. As a frontrunner in its genre, it takes potshots from many angles but - one thinks of Mercedes-Benz or Oxford University - keeps on doing well what it does well. (This reviewer drives a Ford and attended Cambridge, so I'm trying to be generous here ...)<br /><br />GQ is actually several magazines bound into one.<br /><br />First, it is a high-end fashion catalogue. Unless you work your way through a *lot* of advertising pages to the material that follows, you may think you've picked up a catalogue rather than a 'quarterly'.<br /><br />Second, GQ consistently presents excellent short and medium-length fiction and non-fiction writing. If the juxtaposition of preening male style with superb writing surprises you, well, welcome to the club. They're both undeniably here  between the same covers.<br /><br />Finally, GQ offers great tips on style in a whimsical, always interesting way. Simply put, you can get edumacated on style by working through this third magazine bound into the GQ format.<br /><br />As an avid reader and founder of an executive coaching company that includes guidance on how to look the part without spending the kind of money that shows up in 'Magazine A"", I read Magazines B and C with gusto.<br /><br />GQ is not everything. You may want to evade the whiff of pretension that comes from being seen with GQ tucked under your arm.  But if Magazine A, B, or C is what you're seeking, you may want to subscribe to this venerable legend.",1
A2KEE2U6XXU9IB,1356393600,Always good,For anyone that likes the less perfect in life or should I say items with character. I like how they show to use products in unexpected ways and the beautifully comfortable rooms and outdoor spaces that are highlighted.,1
A5RHZE7B8SV5Q,1078531200,One of the most renowned magazines.,"They really seem to have turned around with their new editor in chief, who came on board in the September issue. They have some cool stories, even if some of them do get continued in the back, but that just means (depending on how far along you are), that you have the rest of the mag to look forward to. I don't really like any of the style tips and the clothes, and depending on how big the issue is, you'll have to trudge through about 30 pages of ads, before u get to the first page of the TOC. It's nice to see an Editor's column (or page) now, even though this EIC seems to be just a little too arrogant. Like every mature men's mag, they review CD's and books. I'd say 8 out of 12 issues are usually thick, and I'm not sure if the September issue (their last monstrously huge issue) will be like that this year or not, Overall, it's still very interesting. I love the font they now use on the cover and in a couple of sections of the mag. Very tech like.",1
A3H4XQXJOFRAIL,1355184000,A lot like comfort foods,Very easy and relaxing to read and the photos are always first class. Always plenty of decorating ideas and great recipes as well as a featured destination. A joy to browse through with many useful articles and interesting photos.,1
AZUK3G0CKWJZ1,1408406400,The essential NYer.,"If you haven't read the New Yorker you should. Insightful reporting, riviting commentary, thoughtful fiction and a NY calendar that can't be beat.",1
AYAAX783KRCJZ,1353715200,Very Nice Magazine...,"Auto-Renewal stinks and I don't recommend it if you don't like surprises!  Great magazine with pretty, creative idea's for the whole house.  :)",0
A309PFW8T6DMMZ,1351036800,"A fun magazine, but going downhill","This is relatively light reading. Don't expect detailed plans for how to implement any of the ideas shown. However, I usually get at least a couple good ideas of out each issue. I prefer this magazine to Martha Stewart Living, which is more food-focused. Don't get me wrong - there are still plenty of food recipes in each issue of Country Living. However, it's a nice balance between articles on food, decor, DIY/crafts, flowers, and entertaining.<br /><br />UPDATE: I used to look forward to receiving my issues in the mail. However, the magazine seems to be going in a new direction. One part of that is focusing more on older items, such as expensive vintage items I could never afford to buy. Another part is focusing on rustic items with patina, but to me, the items just look rusty and neglected. Those gruff items are pricey too. I don't want to fill my home with a bunch of nonsense items. That includes the nature-inspired items such as taxidermy. I'm not sure what is going on with this magazine to be honest. It's still somewhat enjoyable to read, but I may not renew my subscription.",1
A1RTOL66DW9ZPP,1398124800,Great magazine for adults and college students,"Great magazines for snobs, college students who wishes to become writers and/ or humorists. I maybe be a bit of a snob but I do enjoy this magazine for great reading and cartoons.",1
